text,mitre_technique_ID,mitre_technique_name
details of the RDP session,T1021.001,Remote Services: Remote Desktop Protocol
"the initial vector used by the threat actor was a zip file, which included a malicious JavaScript file, delivered through a phishing campaign.",T1566.001,Phishing: Spearphishing Attachment
"This RDP activity was being proxied through the IcedID process running on that host, to a remote proxy over port 8080.",T1090,Proxy
"in an effort to evade any detection and prevention mechanisms, they disabled Windows Defender",T1562.001,Impair Defenses: Disable or Modify Tools
"To evade detection, the threat actors disabled Windows Defender",T1562.001,Impair Defenses: Disable or Modify Tools
they disabled Windows Defender via a group policy modification.,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
by adding the below to an already linked GPO.,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
They then force updated the GPO on all clients using Cobalt Strike.,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
Cobalt Strike Beacon was dropped and executed on the system,T1105,Ingress Tool Transfer
was executed via rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
including the computer name and the OS version of the compromised system were sent,T1082,System Information Discovery
cmd.exe /C reg add,T1112,Modify Registry
"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\DisableAntiSpyware 
DeleteValue ",T1112,Modify Registry
"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableRealtimeMonitoring 
DeleteValue ",T1112,Modify Registry
"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableBehaviorMonitoring 
DeleteValue ",T1112,Modify Registry
"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableIntrusionPreventionSystem 
DeleteValue ",T1112,Modify Registry
"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection 
DeleteKey ",T1112,Modify Registry
The threat actor used a redirector (38.135.122[.]194:8080) to proxy the RDP traffic being passed,T1090,Proxy
This proxied traffic,T1090,Proxy
"LSASS was accessed by an unusual process “runonce.exe” on multiple hosts, including a domain controller.",T1003.001,OS Credential Dumping: LSASS Memory
systems injected the Conti DLL into memory,T1055,Process Injection
web application vulnerabilities,T1190,Exploit Public-Facing Application
exploiting vulnerabilities in Apache and Apache Spark (CVE-2021-42013 and CVE-2022-33891,T1190,Exploit Public-Facing Application
GrandstreamCVE-2020-25223WebAdmin of Sophos SG UTMCVE-2021-42013ApacheCVE-2022-31137Roxy-WICVE-2022-33891Apache SparkZSL-,T1190,Exploit Public-Facing Application
"CVE-2018-12613, a phpMyAdmin vulnerability that could allow threat actors to view or execute files",T1190,Exploit Public-Facing Application
propagating through brute force attacks on vulnerable devices with insecure configurations that use default or weak credentials,T1110,Brute Force
default or weak credentials,T1078,Valid Accounts
using a combination of eight common usernames and 130 passwords,T1110,Brute Force
malicious payload,T1105,Ingress Tool Transfer
downloads,T1105,Ingress Tool Transfer
downloads the Zerobot binary,T1105,Ingress Tool Transfer
download and execute binaries of various architectures until it succeeds,T1105,Ingress Tool Transfer
"download this RAT,",T1105,Ingress Tool Transfer
identify the architecture,T1082,System Information Discovery
copies itself to the Startup folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
methodDescriptionUDP_LEGITSends UDP packets without data,T1095,Non-Application Layer Protocol
TCP_HANDSHAKEFloods with TCP handshakes.TCP_SOCKETContinuously sends random payloads on an open TCP socket.,T1095,Non-Application Layer Protocol
TLS_SOCKETContinuously sends random payloads on an open TLS socket.,T1095,Non-Application Layer Protocol
"methodDescriptionUDP_RAWSends UDP packets where the payload is customizable.ICMP_FLOODSupposed to be an ICMP flood, but the packet is built incorrectly.TCP_CUSTOMSends TCP packets where the payload and flags are fully customizable.TCP_SYNSends SYN packets.TCP_ACKSends ACK packets.TCP_SYNACKSends SYN-ACK packets.TCP_XMASChristmas tree attack (all TCP flags are set).",T1095,Non-Application Layer Protocol
HTTP_HANDLESends HTTP GET requests using a Golang standard library.HTTP_RAWFormats and sends HTTP GET requests.HTTP_BYPASSSends HTTP GET requests with spoofed headers.HTTP_NULLHTTP headers are each one random byte (,T1071.001,Application Layer Protocol: Web Protocols
Zerobot HTTP requests,T1071.001,Application Layer Protocol: Web Protocols
"open-source remote administration tool (RAT) with various features such as managing processes, file operations, screenshotting, and running commands.",T1219,Remote Access Software
running commands,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"screenshotting,",T1113,Screen Capture
This attachment (unless zipped) is the MyDoom executable.,T1566.001,Phishing: Spearphishing Attachment
"executables attached to its phishing e-mails have an extension hidden by default by most Windows deployments (.cmd, .scr, .com, etc.).",T1566.001,Phishing: Spearphishing Attachment
the file is a 32-bit Windows executable packed using the UPX (Ultimate Packer for Executables) packer (https://en.wikipedia.org/wiki/UPX) to compress and make it more difficult to analyze.,T1027,Obfuscated Files or Information
The packer decompresses and executes,T1027,Obfuscated Files or Information
"Upon execution, an attempt to alter the Windows firewall settings is made.",T1562.001,Impair Defenses: Disable or Modify Tools
"makes a copy of itself, places it in the “Temp” folder (C:\Users\<user>\AppData\Local\Temp), and changes the name to a known Windows application/process.",T1036.005,Masquerading: Match Legitimate Name or Location
The activity thereafter included dumps of LSASS,T1003.001,OS Credential Dumping: LSASS Memory
process enumerations.,T1057,Process Discovery
then launched by cmd.exe,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the executable ‘3ujwy2rz7v.exe’ was downloaded,T1105,Ingress Tool Transfer
that uses command and control servers to collect information on compromised systems,T1041,Exfiltration Over C2 Channel
A user had to click on this in order to execute the malware.,T1204.002,User Execution: Malicious File
the malware immediately begins to look for EDR and antivirus software.,T1518.001,Software Discovery: Security Software Discovery
Phishing emails spoof legitimate senders to deliver RokRAT via LNK files,T1566.001,Phishing: Spearphishing Attachment
Email attachments mimic legitimate documents,T1566.001,Phishing: Spearphishing Attachment
several Zip Archives files hosting multiple lure documents likely sent via phishing campaigns,T1566.001,Phishing: Spearphishing Attachment
targets for phishing emails containing this type of decoy document.,T1566.001,Phishing: Spearphishing Attachment
"campaigns typically begin with a phishing email with a ZIP file attachment, containing a LNK file disguised as a Word document",T1566.001,Phishing: Spearphishing Attachment
containing obfuscated PowerShell scripts,T1027,Obfuscated Files or Information
the obfuscation technique for the dropped files being hex-encoding vs. string concatenation,T1027,Obfuscated Files or Information
"contain an encoded PowerShell,",T1027,Obfuscated Files or Information
PowerShell scripts in charge of downloading a second stage RokRAT shellcode,T1105,Ingress Tool Transfer
file download/upload,T1105,Ingress Tool Transfer
to start the download process,T1105,Ingress Tool Transfer
downloads the payload,T1105,Ingress Tool Transfer
keylogging,T1056.001,Input Capture: Keylogging
"Optical Disc Image files (ISO) containing LNK files that had slightly modified PowerShell scripts, and Hangul Word Processor decoy documents",T1027,Obfuscated Files or Information
The ISO files that X-Force observed contained a LNK file,T1027,Obfuscated Files or Information
a JPEG decoy file are dropped,T1027,Obfuscated Files or Information
the JPEG decoy file,T1027,Obfuscated Files or Information
a batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
a batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
drop batch files,T1059.003,Command and Scripting Interpreter: Windows Command Shell
then the payload is executed using Windows API functions (VirtualProtect).,T1106,Native API
"the payload that is decoded using the first byte as a key,",T1140,Deobfuscate/Decode Files or Information
packed into a Windows executable file,T1027,Obfuscated Files or Information
stealing sensitive data from the victim’s networks.,T1005,Data from Local System
the adversary identifies data of interest from the network of the victim,T1005,Data from Local System
"This can be anything from file and directory-listings, configuration files, manuals, email stores in the guise of OST- and PST-files, file shares with intellectual property (IP), and data scraped from memory.",T1005,Data from Local System
